,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
37,5/7/22,15:00,Premier League,Matchweek 36,Sat,Away,L,0,1,Crystal Palace,0.4,2.2,33,24622,Moussa Sissoko,4/3/03,Graham Scott,Match Report,,6,1,17.7,0,0,0,2020,Watford
38,5/11/22,19:45,Premier League,Matchweek 30,Wed,Home,D,0,0,Everton,0.3,0.7,48,20653,Moussa Sissoko,4/3/03,Mike Dean,Match Report,,6,0,20,1,0,0,2020,Watford
39,5/15/22,14:00,Premier League,Matchweek 37,Sun,Home,L,1,5,Leicester City,1.4,2.5,41,20257,Moussa Sissoko,4/3/03,Jarred Gillett,Match Report,,13,5,12.4,0,0,0,2020,Watford
40,5/22/22,16:00,Premier League,Matchweek 38,Sun,Away,L,1,2,Chelsea,0.6,2.2,29,32089,Moussa Sissoko,4/3/03,Mike Dean,Match Report,,8,3,21.9,1,0,0,2020,Watford
0,8/15/21,14:00,Premier League,Matchweek 1,Sun,Away,W,4,2,Newcastle Utd,2.7,1.8,54,50673,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,,17,7,17.1,1,0,1,2020,West Ham United
1,8/23/21,20:00,Premier League,Matchweek 2,Mon,Home,W,4,1,Leicester City,2.3,0.6,52,59901,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,19,7,13.9,0,0,0,2020,West Ham United
2,8/28/21,15:00,Premier League,Matchweek 3,Sat,Home,D,2,2,Crystal Palace,1.3,1.1,47,59751,Declan Rice,4-2-3-1,Stuart Attwell,Match Report,,14,4,15.2,0,0,0,2020,West Ham United
3,9/11/21,15:00,Premier League,Matchweek 4,Sat,Away,D,0,0,Southampton,0.7,0.7,58,30000,Declan Rice,4-2-3-1,David Coote,Match Report,,13,3,20,1,0,0,2020,West Ham United
5,9/19/21,14:00,Premier League,Matchweek 5,Sun,Home,L,1,2,Manchester Utd,1.6,2,40,60000,Declan Rice,4/4/02,Martin Atkinson,Match Report,,12,3,22,0,0,1,2020,West Ham United
7,9/25/21,15:00,Premier League,Matchweek 6,Sat,Away,W,2,1,Leeds United,1.6,1.2,47,36417,Declan Rice,4-2-3-1,Kevin Friend,Match Report,,20,6,18.2,2,0,0,2020,West Ham United
9,10/3/21,14:00,Premier League,Matchweek 7,Sun,Home,L,1,2,Brentford,1.5,1.2,59,49940,Declan Rice,4-2-3-1,Peter Bankes,Match Report,,18,5,16.7,1,0,0,2020,West Ham United
10,10/17/21,14:00,Premier League,Matchweek 8,Sun,Away,W,1,0,Everton,1.2,0.9,61,39132,Declan Rice,4-2-3-1,Stuart Attwell,Match Report,,16,4,16.5,0,0,0,2020,West Ham United
12,10/24/21,14:00,Premier League,Matchweek 9,Sun,Home,W,1,0,Tottenham,1.3,0.7,38,59924,Declan Rice,4-2-3-1,Paul Tierney,Match Report,,13,4,14.8,0,0,0,2020,West Ham United
14,10/31/21,16:30,Premier League,Matchweek 10,Sun,Away,W,4,1,Aston Villa,2.3,0.7,57,41874,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,21,8,16.5,3,0,0,2020,West Ham United
16,11/7/21,16:30,Premier League,Matchweek 11,Sun,Home,W,3,2,Liverpool,1,1.2,31,59909,Declan Rice,4-2-3-1,Craig Pawson,Match Report,,7,3,14.5,0,0,0,2020,West Ham United
17,11/20/21,15:00,Premier League,Matchweek 12,Sat,Away,L,0,1,Wolves,0.4,1.4,48,30667,Declan Rice,4-2-3-1,Mike Dean,Match Report,,8,3,20.2,0,0,0,2020,West Ham United
19,11/28/21,14:00,Premier League,Matchweek 13,Sun,Away,L,1,2,Manchester City,0.2,2.1,32,53245,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,5,3,21.4,1,0,0,2020,West Ham United
20,12/1/21,19:30,Premier League,Matchweek 14,Wed,Home,D,1,1,Brighton,1.3,1.3,35,59626,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,14,5,22.6,0,0,0,2020,West Ham United
21,12/4/21,12:30,Premier League,Matchweek 15,Sat,Home,W,3,2,Chelsea,1.8,1.1,37,59942,Declan Rice,3/4/03,Andre Marriner,Match Report,,10,3,20.1,0,1,1,2020,West Ham United
23,12/12/21,14:00,Premier League,Matchweek 16,Sun,Away,D,0,0,Burnley,0.8,0.8,60,18065,Declan Rice,4-2-3-1,Graham Scott,Match Report,,16,3,18.6,0,0,0,2020,West Ham United
24,12/15/21,20:00,Premier League,Matchweek 17,Wed,Away,L,0,2,Arsenal,0.4,2.8,45,59777,Declan Rice,4-2-3-1,Anthony Taylor,Match Report,,7,1,22.3,1,0,0,2020,West Ham United
26,12/26/21,15:00,Premier League,Matchweek 19,Sun,Home,L,2,3,Southampton,1.6,1.2,56,41027,Declan Rice,4-2-3-1,Kevin Friend,Match Report,,11,4,17.2,0,0,0,2020,West Ham United
27,12/28/21,15:00,Premier League,Matchweek 20,Tue,Away,W,4,1,Watford,3.6,1.6,57,20073,Mark Noble,4-2-3-1,Darren England,Match Report,,12,5,16,0,1,1,2020,West Ham United
28,1/1/22,17:30,Premier League,Matchweek 21,Sat,Away,W,3,2,Crystal Palace,2.2,2.4,38,24351,Declan Rice,4-2-3-1,Darren England,Match Report,,9,4,14.5,0,1,1,2020,West Ham United
30,1/12/22,19:45,Premier League,Matchweek 18,Wed,Home,W,2,0,Norwich City,2.5,0.3,62,59775,Declan Rice,4-2-3-1,Simon Hooper,Match Report,,13,5,15.1,0,0,0,2020,West Ham United
31,1/16/22,14:00,Premier League,Matchweek 22,Sun,Home,L,2,3,Leeds United,2.4,2.2,48,59951,Declan Rice,4-2-3-1,Mike Dean,Match Report,,15,5,12.6,0,0,0,2020,West Ham United
32,1/22/22,15:00,Premier League,Matchweek 23,Sat,Away,L,0,1,Manchester Utd,0.3,1.9,43,73130,Declan Rice,4-2-3-1,Jonathan Moss,Match Report,,6,1,17.9,0,0,0,2020,West Ham United
34,2/8/22,19:45,Premier League,Matchweek 24,Tue,Home,W,1,0,Watford,0.8,0.3,64,59581,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,,9,2,13.2,0,0,0,2020,West Ham United
35,2/13/22,16:30,Premier League,Matchweek 25,Sun,Away,D,2,2,Leicester City,1.1,1.4,45,32061,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,8,3,16.1,0,0,0,2020,West Ham United
36,2/19/22,12:30,Premier League,Matchweek 26,Sat,Home,D,1,1,Newcastle Utd,0.6,0.8,47,59949,Declan Rice,4-2-3-1,Chris Kavanagh,Match Report,,11,3,14.4,0,0,0,2020,West Ham United
37,2/27/22,14:00,Premier League,Matchweek 27,Sun,Home,W,1,0,Wolves,1.8,0.7,39,59946,Declan Rice,3/4/03,Anthony Taylor,Match Report,,13,4,16.7,1,0,0,2020,West Ham United
39,3/5/22,17:30,Premier League,Matchweek 28,Sat,Away,L,0,1,Liverpool,1.3,2.4,32,59925,Aaron Cresswell,4/4/02,Jonathan Moss,Match Report,,13,4,14.9,0,0,0,2020,West Ham United
41,3/13/22,14:00,Premier League,Matchweek 29,Sun,Home,W,2,1,Aston Villa,1.2,1.1,47,59957,Declan Rice,4-2-3-1,Jarred Gillett,Match Report,,11,4,16.3,0,0,0,2020,West Ham United
43,3/20/22,16:30,Premier League,Matchweek 30,Sun,Away,L,1,3,Tottenham,0.6,3,47,58685,Declan Rice,3/4/03,Anthony Taylor,Match Report,,6,1,9.1,0,0,0,2020,West Ham United
44,4/3/22,14:00,Premier League,Matchweek 31,Sun,Home,W,2,1,Everton,1.2,0.7,55,59953,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,11,5,19.9,2,0,0,2020,West Ham United
46,4/10/22,14:00,Premier League,Matchweek 32,Sun,Away,L,0,2,Brentford,0.3,1.4,53,17032,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,,5,1,17.5,0,0,0,2020,West Ham United
48,4/17/22,14:15,Premier League,Matchweek 33,Sun,Home,D,1,1,Burnley,2.2,1.8,61,59958,Declan Rice,4-2-3-1,Paul Tierney,Match Report,,21,6,14.7,0,0,0,2020,West Ham United
49,4/24/22,14:00,Premier League,Matchweek 34,Sun,Away,L,0,1,Chelsea,0.5,3,34,32231,Mark Noble,3/4/03,Michael Oliver,Match Report,,6,2,13.4,0,0,0,2020,West Ham United
51,5/1/22,16:30,Premier League,Matchweek 35,Sun,Home,L,1,2,Arsenal,0.5,0.9,57,59959,Mark Noble,4-2-3-1,Mike Dean,Match Report,,8,3,14,0,0,0,2020,West Ham United
53,5/8/22,14:00,Premier League,Matchweek 36,Sun,Away,W,4,0,Norwich City,3,0.8,63,26428,Declan Rice,4-2-3-1,Robert Jones,Match Report,,12,4,14.4,0,1,1,2020,West Ham United
54,5/15/22,14:00,Premier League,Matchweek 37,Sun,Home,D,2,2,Manchester City,1.1,2.4,22,59972,Declan Rice,4-2-3-1,Anthony Taylor,Match Report,,6,2,13.7,0,0,0,2020,West Ham United
55,5/22/22,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Brighton,0.2,1.6,50,31604,Declan Rice,4-2-3-1,Kevin Friend,Match Report,,7,2,22,0,0,0,2020,West Ham United
0,8/14/21,15:00,Premier League,Matchweek 1,Sat,Away,L,0,1,Leicester City,1.3,0.5,44,31983,Conor Coady,3/4/03,Craig Pawson,Match Report,,17,3,17.9,0,0,0,2020,Wolverhampton Wanderers
1,8/22/21,14:00,Premier League,Matchweek 2,Sun,Home,L,0,1,Tottenham,1.7,1.7,58,30368,Conor Coady,3/4/03,Stuart Attwell,Match Report,,25,6,20.3,0,0,0,2020,Wolverhampton Wanderers
3,8/29/21,16:30,Premier League,Matchweek 3,Sun,Home,L,0,1,Manchester Utd,2.1,0.6,44,30621,Conor Coady,3/4/03,Mike Dean,Match Report,,15,5,15.9,0,0,0,2020,Wolverhampton Wanderers
4,9/11/21,15:00,Premier League,Matchweek 4,Sat,Away,W,2,0,Watford,2.2,0.2,55,20019,Conor Coady,3/4/03,Peter Bankes,Match Report,,14,5,16.4,1,0,0,2020,Wolverhampton Wanderers
5,9/18/21,12:30,Premier League,Matchweek 5,Sat,Home,L,0,2,Brentford,0.6,2.5,62,30000,Conor Coady,3/4/03,Darren England,Match Report,,11,0,22.8,1,0,0,2020,Wolverhampton Wanderers
7,9/26/21,14:00,Premier League,Matchweek 6,Sun,Away,W,1,0,Southampton,1,1,43,28002,Conor Coady,3/4/03,Andy Madley,Match Report,,5,3,13.5,0,0,0,2020,Wolverhampton Wanderers
8,10/2/21,15:00,Premier League,Matchweek 7,Sat,Home,W,2,1,Newcastle Utd,1,0.6,52,30483,Conor Coady,3/4/03,Graham Scott,Match Report,,7,3,19.7,0,0,0,2020,Wolverhampton Wanderers
9,10/16/21,15:00,Premier League,Matchweek 8,Sat,Away,W,3,2,Aston Villa,2,1,52,41951,Conor Coady,3/4/03,Michael Oliver,Match Report,,9,4,14.4,1,0,0,2020,Wolverhampton Wanderers
10,10/23/21,15:00,Premier League,Matchweek 9,Sat,Away,D,1,1,Leeds United,0.9,1.6,38,36475,Conor Coady,3/4/03,Robert Jones,Match Report,,8,4,16.5,1,0,0,2020,Wolverhampton Wanderers
11,11/1/21,20:00,Premier League,Matchweek 10,Mon,Home,W,2,1,Everton,1.7,1.5,61,30617,Conor Coady,3/4/03,Martin Atkinson,Match Report,,10,4,15.6,1,0,0,2020,Wolverhampton Wanderers
12,11/6/21,15:00,Premier League,Matchweek 11,Sat,Away,L,0,2,Crystal Palace,0.3,1.9,40,24390,Conor Coady,3/4/03,Graham Scott,Match Report,,4,2,18.8,1,0,0,2020,Wolverhampton Wanderers
13,11/20/21,15:00,Premier League,Matchweek 12,Sat,Home,W,1,0,West Ham,1.4,0.4,52,30667,Conor Coady,3/4/03,Mike Dean,Match Report,,15,5,19.1,0,0,0,2020,Wolverhampton Wanderers
14,11/27/21,15:00,Premier League,Matchweek 13,Sat,Away,D,0,0,Norwich City,0.3,1.6,57,26911,Conor Coady,3/4/03,Simon Hooper,Match Report,,5,2,17,0,0,0,2020,Wolverhampton Wanderers
15,12/1/21,19:30,Premier League,Matchweek 14,Wed,Home,D,0,0,Burnley,0.7,0.2,65,30328,Conor Coady,3/4/03,John Brooks,Match Report,,16,2,20.1,0,0,0,2020,Wolverhampton Wanderers
16,12/4/21,15:00,Premier League,Matchweek 15,Sat,Home,L,0,1,Liverpool,0.1,2.7,34,30729,Conor Coady,3/4/03,Chris Kavanagh,Match Report,,3,1,23.7,0,0,0,2020,Wolverhampton Wanderers
17,12/11/21,12:30,Premier League,Matchweek 16,Sat,Away,L,0,1,Manchester City,0.2,3.2,29,52613,Conor Coady,3/5/02,Jonathan Moss,Match Report,,2,1,10.2,0,0,0,2020,Wolverhampton Wanderers
18,12/15/21,19:30,Premier League,Matchweek 17,Wed,Away,W,1,0,Brighton,1,1.2,41,30362,Conor Coady,3/4/03,Tony Harrington,Match Report,,8,5,18,1,0,0,2020,Wolverhampton Wanderers
19,12/19/21,14:00,Premier League,Matchweek 18,Sun,Home,D,0,0,Chelsea,0.2,0.9,37,30631,Conor Coady,3/5/02,David Coote,Match Report,,4,1,27.4,0,0,0,2020,Wolverhampton Wanderers
20,1/3/22,17:30,Premier League,Matchweek 21,Mon,Away,W,1,0,Manchester Utd,0.7,0.8,49,73045,Conor Coady,3/4/03,Mike Dean,Match Report,,19,6,20.4,1,0,0,2020,Wolverhampton Wanderers
22,1/15/22,15:00,Premier League,Matchweek 22,Sat,Home,W,3,1,Southampton,2.5,0.8,43,30057,Conor Coady,3/4/03,Michael Salisbury,Match Report,,8,4,15.4,0,1,1,2020,Wolverhampton Wanderers
23,1/22/22,15:00,Premier League,Matchweek 23,Sat,Away,W,2,1,Brentford,0.2,1.1,50,16982,Conor Coady,3/5/02,Peter Bankes,Match Report,,7,2,21.7,0,0,0,2020,Wolverhampton Wanderers
25,2/10/22,19:45,Premier League,Matchweek 24,Thu,Home,L,0,1,Arsenal,0.8,1.8,58,31523,Conor Coady,3/4/03,Michael Oliver,Match Report,,15,4,19.1,2,0,0,2020,Wolverhampton Wanderers
26,2/13/22,14:00,Premier League,Matchweek 25,Sun,Away,W,2,0,Tottenham,1.3,1.2,42,56452,Conor Coady,3/5/02,Kevin Friend,Match Report,,11,7,15.9,0,0,0,2020,Wolverhampton Wanderers
27,2/20/22,16:30,Premier League,Matchweek 26,Sun,Home,W,2,1,Leicester City,0.5,1.7,37,31587,Conor Coady,3/5/02,Craig Pawson,Match Report,,11,3,19.4,1,0,0,2020,Wolverhampton Wanderers
28,2/24/22,19:45,Premier League,Matchweek 20,Thu,Away,L,1,2,Arsenal,1,3.1,44,59888,Conor Coady,3/4/03,Martin Atkinson,Match Report,,6,2,14.8,0,0,0,2020,Wolverhampton Wanderers
29,2/27/22,14:00,Premier League,Matchweek 27,Sun,Away,L,0,1,West Ham,0.7,1.8,61,59946,Conor Coady,3/4/03,Anthony Taylor,Match Report,,14,1,21.1,0,0,0,2020,Wolverhampton Wanderers
30,3/5/22,15:00,Premier League,Matchweek 28,Sat,Home,L,0,2,Crystal Palace,0.7,2.7,63,31395,Conor Coady,3/4/03,Andy Madley,Match Report,,12,5,19.8,0,0,0,2020,Wolverhampton Wanderers
31,3/10/22,19:30,Premier League,Matchweek 19,Thu,Home,W,4,0,Watford,0.7,0.6,66,29658,Conor Coady,3/4/03,Darren England,Match Report,,10,5,18.9,0,0,0,2020,Wolverhampton Wanderers
32,3/13/22,14:00,Premier League,Matchweek 29,Sun,Away,W,1,0,Everton,0.8,0.4,61,39112,Conor Coady,3/5/02,Michael Oliver,Match Report,,14,3,21.7,0,0,0,2020,Wolverhampton Wanderers
33,3/18/22,20:00,Premier League,Matchweek 30,Fri,Home,L,2,3,Leeds United,1.2,2,48,31842,Conor Coady,3/4/03,Kevin Friend,Match Report,,14,8,20.9,0,0,0,2020,Wolverhampton Wanderers
34,4/2/22,15:00,Premier League,Matchweek 31,Sat,Home,W,2,1,Aston Villa,1.3,2.1,49,31012,Conor Coady,3/4/03,Darren England,Match Report,,11,4,15,0,0,0,2020,Wolverhampton Wanderers
35,4/8/22,20:00,Premier League,Matchweek 32,Fri,Away,L,0,1,Newcastle Utd,0.4,1.5,58,52164,Conor Coady,3/4/03,Peter Bankes,Match Report,,5,2,18.2,0,0,0,2020,Wolverhampton Wanderers
36,4/24/22,14:00,Premier League,Matchweek 34,Sun,Away,L,0,1,Burnley,0.6,1.4,64,19246,Conor Coady,3/4/03,Anthony Taylor,Match Report,,10,4,19,0,0,0,2020,Wolverhampton Wanderers
37,4/30/22,15:00,Premier League,Matchweek 35,Sat,Home,L,0,3,Brighton,0.7,2.6,49,31243,Conor Coady,3/5/02,Simon Hooper,Match Report,,11,1,18.7,1,0,0,2020,Wolverhampton Wanderers
38,5/7/22,15:00,Premier League,Matchweek 36,Sat,Away,D,2,2,Chelsea,2,1.7,41,32190,Conor Coady,3/5/02,Peter Bankes,Match Report,,14,4,15.6,0,0,0,2020,Wolverhampton Wanderers
39,5/11/22,20:15,Premier League,Matchweek 33,Wed,Home,L,1,5,Manchester City,0.5,2.3,34,32000,Conor Coady,3/5/02,Martin Atkinson,Match Report,,7,3,16.9,0,0,0,2020,Wolverhampton Wanderers
40,5/15/22,14:00,Premier League,Matchweek 37,Sun,Home,D,1,1,Norwich City,0.9,1.1,64,31219,Conor Coady,3/4/03,Tony Harrington,Match Report,,17,4,20.8,1,0,0,2020,Wolverhampton Wanderers
41,5/22/22,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Liverpool,1.3,2.7,37,53097,Conor Coady,3/5/02,Anthony Taylor,Match Report,,7,5,14.7,0,0,0,2020,Wolverhampton Wanderers
0,8/13/21,20:00,Premier League,Matchweek 1,Fri,Away,L,0,2,Brentford,1.3,1.2,64,16479,Granit Xhaka,4-2-3-1,Michael Oliver,Match Report,,22,4,19,1,0,0,2019,Arsenal
1,8/22/21,16:30,Premier League,Matchweek 2,Sun,Home,L,0,2,Chelsea,0.3,3.1,35,58729,Granit Xhaka,4-2-3-1,Paul Tierney,Match Report,,6,3,18.7,0,0,0,2019,Arsenal
3,8/28/21,12:30,Premier League,Matchweek 3,Sat,Away,L,0,5,Manchester City,0.2,4.4,20,52276,Pierre-Emerick Aubameyang,5/4/01,Martin Atkinson,Match Report,,1,0,6.8,0,0,0,2019,Arsenal
4,9/11/21,15:00,Premier League,Matchweek 4,Sat,Home,W,1,0,Norwich City,2.7,0.7,51,58000,Pierre-Emerick Aubameyang,4-2-3-1,Michael Oliver,Match Report,,30,6,16.9,1,0,0,2019,Arsenal
5,9/18/21,15:00,Premier League,Matchweek 5,Sat,Away,W,1,0,Burnley,1.1,1,54,20000,Pierre-Emerick Aubameyang,4-1-4-1,Anthony Taylor,Match Report,,13,3,20.7,1,0,0,2019,Arsenal
7,9/26/21,16:30,Premier League,Matchweek 6,Sun,Home,W,3,1,Tottenham,1.1,1,46,59919,Pierre-Emerick Aubameyang,4-2-3-1,Craig Pawson,Match Report,,12,7,17.7,0,0,0,2019,Arsenal
8,10/2/21,17:30,Premier League,Matchweek 7,Sat,Away,D,0,0,Brighton,0.4,1.1,42,31266,Pierre-Emerick Aubameyang,4-2-3-1,Jonathan Moss,Match Report,,8,2,21.1,1,0,0,2019,Arsenal
9,10/18/21,20:00,Premier League,Matchweek 8,Mon,Home,D,2,2,Crystal Palace,1.7,0.7,54,59475,Pierre-Emerick Aubameyang,4-1-4-1,Mike Dean,Match Report,,17,6,17.6,1,0,0,2019,Arsenal
10,10/22/21,20:00,Premier League,Matchweek 9,Fri,Home,W,3,1,Aston Villa,2.7,1.4,53,59496,Pierre-Emerick Aubameyang,4-2-3-1,Craig Pawson,Match Report,,21,8,17.3,1,0,1,2019,Arsenal
12,10/30/21,12:30,Premier League,Matchweek 10,Sat,Away,W,2,0,Leicester City,0.7,1.3,36,32209,Pierre-Emerick Aubameyang,4-4-1-1,Michael Oliver,Match Report,,9,5,16.7,0,0,0,2019,Arsenal
13,11/7/21,14:00,Premier League,Matchweek 11,Sun,Home,W,1,0,Watford,1.6,0.5,60,59833,Pierre-Emerick Aubameyang,4-4-1-1,Kevin Friend,Match Report,,13,5,21.1,1,0,1,2019,Arsenal
14,11/20/21,17:30,Premier League,Matchweek 12,Sat,Away,L,0,4,Liverpool,0.4,4.3,38,53092,Pierre-Emerick Aubameyang,4-4-1-1,Michael Oliver,Match Report,,5,3,19.9,0,0,0,2019,Arsenal
15,11/27/21,12:30,Premier League,Matchweek 13,Sat,Home,W,2,0,Newcastle Utd,2.5,0.3,66,59886,Pierre-Emerick Aubameyang,4-4-1-1,Stuart Attwell,Match Report,,24,6,17.8,1,0,0,2019,Arsenal
16,12/2/21,20:15,Premier League,Matchweek 14,Thu,Away,L,2,3,Manchester Utd,1.4,1.9,56,73123,Pierre-Emerick Aubameyang,4-4-1-1,Martin Atkinson,Match Report,,17,7,16.5,1,0,0,2019,Arsenal
17,12/6/21,20:00,Premier League,Matchweek 15,Mon,Away,L,1,2,Everton,1,0.9,63,38906,Alexandre Lacazette,4-2-3-1,Mike Dean,Match Report,,10,3,16.1,0,0,0,2019,Arsenal
18,12/11/21,15:00,Premier League,Matchweek 16,Sat,Home,W,3,0,Southampton,1.8,0.6,61,59653,Alexandre Lacazette,4-4-1-1,Jarred Gillett,Match Report,,15,5,15.7,0,0,0,2019,Arsenal
19,12/15/21,20:00,Premier League,Matchweek 17,Wed,Home,W,2,0,West Ham,2.8,0.4,55,59777,Alexandre Lacazette,4-4-1-1,Anthony Taylor,Match Report,,20,7,19.6,2,0,1,2019,Arsenal
20,12/18/21,17:30,Premier League,Matchweek 18,Sat,Away,W,4,1,Leeds United,3.5,1.6,49,36166,Alexandre Lacazette,4-2-3-1,Andre Marriner,Match Report,,21,12,16.7,0,0,0,2019,Arsenal
22,12/26/21,15:00,Premier League,Matchweek 19,Sun,Away,W,5,0,Norwich City,2.5,0.1,64,26940,Alexandre Lacazette,4-2-3-1,Graham Scott,Match Report,,15,5,17.7,1,1,1,2019,Arsenal
23,1/1/22,12:30,Premier League,Matchweek 21,Sat,Home,L,1,2,Manchester City,0.8,2,29,59757,Alexandre Lacazette,4-2-3-1,Stuart Attwell,Match Report,,7,2,15.6,0,0,0,2019,Arsenal
27,1/23/22,14:00,Premier League,Matchweek 23,Sun,Home,D,0,0,Burnley,1.2,0.4,75,59255,Alexandre Lacazette,4-1-4-1,David Coote,Match Report,,20,5,18.8,2,0,0,2019,Arsenal
28,2/10/22,19:45,Premier League,Matchweek 24,Thu,Away,W,1,0,Wolves,1.8,0.8,42,31523,Alexandre Lacazette,4-2-3-1,Michael Oliver,Match Report,,12,2,17.2,0,0,0,2019,Arsenal
29,2/19/22,15:00,Premier League,Matchweek 26,Sat,Home,W,2,1,Brentford,1.7,0.6,66,59249,Alexandre Lacazette,4-2-3-1,Jonathan Moss,Match Report,,24,7,16,0,0,0,2019,Arsenal
30,2/24/22,19:45,Premier League,Matchweek 20,Thu,Home,W,2,1,Wolves,3.1,1,56,59888,Alexandre Lacazette,4-2-3-1,Martin Atkinson,Match Report,,26,5,15.6,1,0,0,2019,Arsenal
31,3/6/22,14:00,Premier League,Matchweek 28,Sun,Away,W,3,2,Watford,1,1,56,21142,Alexandre Lacazette,4-2-3-1,Craig Pawson,Match Report,,16,4,17.3,0,0,0,2019,Arsenal
32,3/13/22,16:30,Premier League,Matchweek 29,Sun,Home,W,2,0,Leicester City,2.4,0.4,46,60111,Alexandre Lacazette,4-2-3-1,Anthony Taylor,Match Report,,20,6,16.2,0,1,1,2019,Arsenal
33,3/16/22,20:15,Premier League,Matchweek 27,Wed,Home,L,0,2,Liverpool,0.5,0.8,49,59968,Alexandre Lacazette,4-2-3-1,Andre Marriner,Match Report,,9,2,22.5,0,0,0,2019,Arsenal
34,3/19/22,12:30,Premier League,Matchweek 30,Sat,Away,W,1,0,Aston Villa,1.3,0.5,53,41956,Alexandre Lacazette,4-2-3-1,Andy Madley,Match Report,,10,3,19.5,0,0,0,2019,Arsenal
35,4/4/22,20:00,Premier League,Matchweek 31,Mon,Away,L,0,3,Crystal Palace,0.8,1.5,68,25149,Alexandre Lacazette,4-2-3-1,Paul Tierney,Match Report,,12,3,18.5,0,0,0,2019,Arsenal
36,4/9/22,15:00,Premier League,Matchweek 32,Sat,Home,L,1,2,Brighton,1.9,0.6,64,60112,Alexandre Lacazette,4-2-3-1,David Coote,Match Report,,20,4,16.7,2,0,0,2019,Arsenal
37,4/16/22,15:00,Premier League,Matchweek 33,Sat,Away,L,0,1,Southampton,1.7,0.8,75,31465,Martin Ødegaard,4-2-3-1,Peter Bankes,Match Report,,23,6,18.3,1,0,0,2019,Arsenal
38,4/20/22,19:45,Premier League,Matchweek 25,Wed,Away,W,4,2,Chelsea,2,0.7,33,32249,Martin Ødegaard,4-2-3-1,Jonathan Moss,Match Report,,13,3,19.5,0,1,1,2019,Arsenal
39,4/23/22,12:30,Premier League,Matchweek 34,Sat,Home,W,3,1,Manchester Utd,2.3,1.8,54,60223,Martin Ødegaard,4-2-3-1,Craig Pawson,Match Report,,13,6,19.3,1,1,1,2019,Arsenal
40,5/1/22,16:30,Premier League,Matchweek 35,Sun,Away,W,2,1,West Ham,0.9,0.5,43,59959,Martin Ødegaard,4-2-3-1,Mike Dean,Match Report,,13,7,19.3,0,0,0,2019,Arsenal
41,5/8/22,14:00,Premier League,Matchweek 36,Sun,Home,W,2,1,Leeds United,2,0.3,64,60108,Martin Ødegaard,4-2-3-1,Chris Kavanagh,Match Report,,19,9,14.3,2,0,0,2019,Arsenal
42,5/12/22,19:45,Premier League,Matchweek 22,Thu,Away,L,0,3,Tottenham,0.5,2.7,43,62027,Martin Ødegaard,4/3/03,Paul Tierney,Match Report,,9,5,24,0,0,0,2019,Arsenal
43,5/16/22,20:00,Premier League,Matchweek 37,Mon,Away,L,0,2,Newcastle Utd,0.6,1.6,49,52274,Martin Ødegaard,4-2-3-1,Darren England,Match Report,,11,2,21.1,0,0,0,2019,Arsenal
44,5/22/22,16:00,Premier League,Matchweek 38,Sun,Home,W,5,1,Everton,4.2,1.1,73,60201,Martin Ødegaard,4-2-3-1,Andre Marriner,Match Report,,25,8,17,1,1,1,2019,Arsenal
0,8/14/21,15:00,Premier League,Matchweek 1,Sat,Away,L,2,3,Watford,1.2,1.2,62,20051,Tyrone Mings,4-2-3-1,Mike Dean,Match Report,,10,1,22.8,1,1,1,2019,Aston Villa
1,8/21/21,15:00,Premier League,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,1.2,0.7,47,41964,Tyrone Mings,4/3/03,David Coote,Match Report,,9,1,19.5,0,1,1,2019,Aston Villa
3,8/28/21,15:00,Premier League,Matchweek 3,Sat,Home,D,1,1,Brentford,0.7,0.9,46,42045,Ezri Konsa,4-1-4-1,Peter Bankes,Match Report,,7,5,13.8,0,0,0,2019,Aston Villa
4,9/11/21,17:30,Premier League,Matchweek 4,Sat,Away,L,0,3,Chelsea,1.2,1.3,43,39969,Tyrone Mings,5/3/02,Stuart Attwell,Match Report,,18,6,18.6,0,0,0,2019,Aston Villa
5,9/18/21,17:30,Premier League,Matchweek 5,Sat,Home,W,3,0,Everton,0.8,0.7,55,41888,Tyrone Mings,5/3/02,Craig Pawson,Match Report,,15,3,19.3,1,0,0,2019,Aston Villa
7,9/25/21,12:30,Premier League,Matchweek 6,Sat,Away,W,1,0,Manchester Utd,1,2.2,41,72922,Tyrone Mings,3/5/02,Mike Dean,Match Report,,7,3,14.1,1,0,0,2019,Aston Villa
